X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
11.569261	6.503061e-05	8.383328e-06	3.313930e-06	3.913896e-06	
11.570261	6.460541e-05	8.297322e-06	3.366129e-06	3.911505e-06	
11.571262	6.414760e-05	8.215751e-06	3.420084e-06	3.908837e-06	
11.572263	6.365687e-05	8.138835e-06	3.475791e-06	3.905925e-06	
11.573264	6.313287e-05	8.066793e-06	3.533249e-06	3.902799e-06	
11.574265	6.257528e-05	7.999842e-06	3.592453e-06	3.899490e-06	
11.575266	6.198390e-05	7.938178e-06	3.653387e-06	3.896034e-06	
11.576267	6.135958e-05	7.881773e-06	3.715920e-06	3.892496e-06	
11.577268	6.070374e-05	7.830491e-06	3.779860e-06	3.888956e-06	
11.578269	6.001779e-05	7.784195e-06	3.845017e-06	3.885498e-06	
11.579270	5.930312e-05	7.742747e-06	3.911200e-06	3.882200e-06	
11.580271	5.856116e-05	7.706009e-06	3.978219e-06	3.879146e-06	
11.581271	5.779330e-05	7.673845e-06	4.045883e-06	3.876417e-06	
11.582272	5.700096e-05	7.646116e-06	4.114001e-06	3.874093e-06	
11.583273	5.618555e-05	7.622684e-06	4.182382e-06	3.872256e-06	
11.584274	5.534848e-05	7.603413e-06	4.250837e-06	3.870987e-06	
11.585275	5.449114e-05	7.588164e-06	4.319173e-06	3.870368e-06	
11.586276	5.361497e-05	7.576801e-06	4.387201e-06	3.870481e-06	
11.587277	5.272135e-05	7.569186e-06	4.454729e-06	3.871405e-06	
11.588278	5.181170e-05	7.565180e-06	4.521567e-06	3.873223e-06	
11.589279	5.088744e-05	7.564647e-06	4.587524e-06	3.876016e-06	
11.590280	4.994996e-05	7.567449e-06	4.652410e-06	3.879866e-06	
11.591280	4.900067e-05	7.573449e-06	4.716033e-06	3.884853e-06	
11.592281	4.804100e-05	7.582508e-06	4.778203e-06	3.891059e-06	
11.593282	4.707233e-05	7.594490e-06	4.838730e-06	3.898565e-06	
11.594283	4.609609e-05	7.609256e-06	4.897422e-06	3.907453e-06	
11.595284	4.511368e-05	7.626670e-06	4.954089e-06	3.917804e-06	
11.596285	4.412652e-05	7.646593e-06	5.008540e-06	3.929700e-06	
11.597286	4.313600e-05	7.668889e-06	5.060585e-06	3.943220e-06	
11.598287	4.214354e-05	7.693419e-06	5.110032e-06	3.958448e-06	
11.599288	4.115054e-05	7.720046e-06	5.156692e-06	3.975464e-06	
11.600289	4.015842e-05	7.748633e-06	5.200372e-06	3.994349e-06	
11.601289	3.916859e-05	7.779041e-06	5.240883e-06	4.015186e-06	
11.602290	3.818245e-05	7.811134e-06	5.278034e-06	4.038055e-06	
11.603291	3.720141e-05	7.844774e-06	5.311634e-06	4.063037e-06	
